id,mz,rt,ms1_isotopes,hyuA_13CUA_1,hyuA_13CUA_2,hyuA_13CUA_3,WT_13CUA_1,WT_13CUA_2,WT_13CUA_3
398.1248@5.336,398.1248,5.336,398.12476:18265 399.12811:3372 400.13147:764,45099,16263,43772,3001,1259,438
399.1858@6.577,399.1858,6.577,399.18579:20946 400.18914:4790 401.1925:1098,105794,104003,101738,108551,103411,117129
399.2229@5.695,399.2229,5.695,399.22293:7828 400.22628:3012 401.22964:0,42550,41618,28011,37735,39626,42388
401.1874@5.105,401.1874,5.105,401.18741:4048 402.19076:1091 403.19412:802,4255,3565,7359,5655,8956,10661
401.2019@5.635,401.2019,5.635,401.2019:83221 402.20525:16187 403.20861:3004,381170,396560,293715,410280,403989,405706
401.2021@4.591,401.2021,4.591,401.20209:10542 402.20544:2032 403.2088:454,46838,46664,46031,43308,40775,45042
401.2172@4.016,401.2172,4.016,401.21725:4978 402.2206:1789 403.22396:456,16985,16819,17583,15296,14913,17058
403.2276@7.065,403.2276,7.065,403.2276:3638 404.23095:1130 405.23431:231,10238,10656,12256,9928,10877,10738
404.18@3.351,404.18,3.351,404.17999:4624 405.18334:696 406.1867:394,15855,13611,14549,1559,1905,1203
405.1977@7.932,405.1977,7.932,405.19766:8712 406.20101:2912 407.20437:677,41384,37521,38604,42944,38875,38367
405.212@5.474,405.212,5.474,405.21204:4072 406.21539:1060 407.21875:692,9622,8466,7097,10647,11096,11015
408.2072@8.171,408.2072,8.171,408.20724:3975 409.21059:1172 410.21395:2146,28835,30006,15747,26737,14301,22717
409.0539@5.331,409.0539,5.331,409.05392:7661 410.05727:1262 411.06063:0,23769,506,11213,50.6199005126953,50.6199005126953,50.6199005126953
412.2181@5.354,412.2181,5.354,412.21811:11882 413.22146:3066 414.22482:942,16626,38908,19989,42568,47265,48831
413.1764@6.219,413.1764,6.219,413.17639:6588 414.17974:2456 415.1831:0,13764,13104,13029,15156,13454,14840
415.157@5.904,415.157,5.904,415.15704:3439 416.16039:1108 417.16375:0,10567,9429,10358,9220,9713,9566
415.1818@7.184,415.1818,7.184,415.18182:6344 416.18517:1526 417.18853:0,11859,24722,23903,35490,48148,51239
415.192@6.425,415.192,6.425,415.19196:11155 416.19531:2586 417.19867:896,36821,37201,32093,39014,36424,36846
415.2166@4.661,415.2166,4.661,415.21658:5226 416.21993:1586 417.22329:366,18742,18303,18044,19841,17920,20992
415.2176@5.107,415.2176,5.107,415.21765:73520 416.221:18309 417.22436:3057,121922,103288,142888,144451,179084,203194
417.1786@4.918,417.1786,4.918,417.17862:15092 418.18197:5036 419.18533:1401,33296,34937,33534,33582,33913,35340
418.2331@1.126,418.2331,1.126,418.23306:4894 419.23641:1380 420.23977:808,29929,26089,26157,29872,24340,27732
419.1757@4.946,419.1757,4.946,419.17572:4758 420.17907:1270 421.18243:0,10989,9690,11941,9862,9696,11109
419.9829@4.969,419.9829,4.969,419.98291:4144 420.98626:1084 421.98962:0,7292,8532,6610,7101,6493,6928
419.9844@5.312,419.9844,5.312,419.98444:3048 420.98779:620 421.99115:379,6616,88.224365234375,882,88.224365234375,88.224365234375,88.224365234375
420.1423@3.918,420.1423,3.918,420.14227:9309 421.14562:1834 422.14898:846,32328,31959,31336,38479,30811,38141
421.2064@5.69,421.2064,5.69,421.20636:3703 422.20971:1726 423.21307:0,15854,14713,14581,12640,11415,13642
423.1707@5.107,423.1707,5.107,423.17072:11125 424.17407:2439 425.17743:745,21758,17323,25029,20674,19853,21906
423.1857@5.644,423.1857,5.644,423.1857:15860 424.18905:2779 425.19241:780,74550,71188,80244,73710,74253,79025
426.2954@0.929,426.2954,0.929,426.29535:4930 427.2987:1981 428.30206:351,13020,13093,11939,14059,11442,11532
429.1968@4.098,429.1968,4.098,429.19675:159465 430.2001:34412 431.20346:6114,508227,498712,492707,516970,518072,538850
429.197@4.602,429.197,4.602,429.19699:25800 430.20034:7212 431.2037:937,58213,62318,54830,67999,57584,59519
430.9132@5.295,430.9132,5.295,430.91318:4058 431.91653:278 432.91989:230,10046,9.96468734741211,1282,9.96468734741211,9.96468734741211,9.96468734741211
432.2107@0.916,432.2107,0.916,432.21069:9920 433.21404:3318 434.2174:700,19081,21116,18969,19103,21245,19310
434.1993@5.349,434.1993,5.349,434.19928:9614 435.20263:2961 436.20599:0,10269,25492,11274,31134,28656,32010
437.1995@5.107,437.1995,5.107,437.19946:12952 438.20281:2912 439.20617:465,36238,34222,36104,35408,34034,33148
440.2489@5.194,440.2489,5.194,440.24893:19094 441.25228:0 442.25564:127200,23082,21584,21778,54968,44014,51889
440.2493@5.434,440.2493,5.434,440.2493:52724 441.25265:14777 442.25601:3362,94178,79584,52012,159829,128235,128984
441.2093@6.665,441.2093,6.665,441.20929:4008 442.21264:1084 443.216:621,11750,17940,15548,11227,12939,12505
441.2332@5.18,441.2332,5.18,441.23318:760103 442.23653:176424 443.23989:27699,1720050,1899994,2137019,2607508,2895041,3167149
443.2151@5.874,443.2151,5.874,443.21506:3472 444.21841:0 445.22177:0,10585,12033,12055,9088,11294,11600
445.154@5.105,445.154,5.105,445.15399:7856 446.15734:1869 447.1607:698,17185,15786,16777,13598,10391,8877
445.1672@5.646,445.1672,5.646,445.16724:4315 446.17059:1078 447.17395:526,7716,6290,20498,5674,5202,4795
447.7378@7.434,447.7378,7.434,447.73779:4234 448.74114:556 449.7445:0,14889,14908,14672,14813,14725,9468
448.2272@5.111,448.2272,5.111,448.22717:4958 449.23052:968 450.23388:472,20787,10485,25324,24870,31568,36546
448.2777@0.929,448.2777,0.929,448.27774:5411 449.28109:1433 450.28445:817,13340,13616,13372,11791,8868,11018
451.178@4.104,451.178,4.104,451.17795:3472 452.1813:779 453.18466:385,11788,11009,11590,11532,11760,13011
451.1797@4.6,451.1797,4.6,451.17972:3518 452.18307:992 453.18643:573,9591,8543,7830,10021,8882,9066
453.208@5.922,453.208,5.922,453.20798:9297 454.21133:3614 455.21469:936,23245,24013,23822,23888,22870,24901
454.2277@6.027,454.2277,6.027,454.22772:20518 455.23107:4933 456.23443:1111,80333,77961,78564,77951,77142,84876
454.2309@6.193,454.2309,6.193,454.23093:4365 455.23428:1527 456.23764:483,23534,21699,22536,22369,19731,23401
454.9861@0.776,454.9861,0.776,454.98611:3084 455.98946:1230 456.99282:1820,1362,5679,3629,2690,2852,1787
456.2454@5.95,456.2454,5.95,456.24539:4019 457.24874:1346 458.2521:0,14236,14356,14691,13304,12029,13226
458.2599@5.536,458.2599,5.536,458.25989:7941 459.26324:1754 460.2666:802,15896,11981,8341,23154,22723,22936
459.1818@5.107,459.1818,5.107,459.18182:3604 460.18517:1068 461.18853:0,10469,10127,7296,8444,4745,3437
460.0147@5.102,460.0147,5.102,460.01465:4255 461.018:548 462.02136:0,6347,11308,2780,3403,393,236
460.2495@7.137,460.2495,7.137,460.24951:5287 461.25286:1390 462.25622:3391,22655,24714,21726,22398,19329,20759
460.2798@0.942,460.2798,0.942,460.27982:14248 461.28317:5481 462.28653:1347,34096,29283,29911,23570,22559,24954
461.2344@8.174,461.2344,8.174,461.23438:12546 462.23772:3711 463.24108:713,44179,40353,41350,35294,34610,32748
462.2301@5.435,462.2301,5.435,462.23013:8787 463.23348:2434 464.23684:800,15991,15594,11206,28112,22607,25120
462.2311@5.313,462.2311,5.313,462.23111:4467 463.23446:2440 464.23782:655,3935,15548,9700,19449,23208,24745
463.2162@5.177,463.2162,5.177,463.21616:89209 464.21951:20041 465.22287:3565,351881,354259,354376,343565,318575,325796
465.1103@0.882,465.1103,0.882,465.11035:3251 466.1137:1278 467.11706:554,5172,9098,7193,7890,8138,5414
465.2913@4.734,465.2913,4.734,465.29132:7958 466.29467:2037 467.29803:410,18146,18439,18177,20364,18042,19000
466.1125@5.334,466.1125,5.334,466.11249:10522 467.11584:1679 468.1192:311,27127,1375,16111,74,7.37642822265625,7.37642822265625
467.1338@5.106,467.1338,5.106,467.13379:5854 468.13714:849 469.1405:0,11906,12668,9035,8558,4254,2233
467.1454@5.657,467.1454,5.657,467.14542:4735 468.14877:1684 469.15213:508,353,316,17197,355,63,181
469.239@5.694,469.239,5.694,469.23895:12920 470.2423:3857 471.24566:1740,41394,40780,22105,45460,46142,47561
471.2179@7.153,471.2179,7.153,471.21786:6598 472.22121:2348 473.22457:446,21808,23150,22278,22851,20980,22176
472.2032@6.815,472.2032,6.815,472.20316:6174 473.20651:1139 474.20987:635,20130,24544,38044,24100,24380,27114
472.2287@3.42,472.2287,3.42,472.2287:10207 473.23205:3158 474.23541:539,23291,24300,22133,27758,26984,27889
472.2394@5.799,472.2394,5.799,472.23938:108115 473.24273:28321 474.24609:5968,244114,203032,154516,306313,254413,264418
473.2227@4.546,473.2227,4.546,473.22269:13702 474.22604:0 475.2294:0,58246,58770,55851,61051,58093,62890
473.2349@8.046,473.2349,8.046,473.23489:17720 474.23824:4474 475.2416:1110,91231,90949,89572,88872,84630,88392
474.1173@0.776,474.1173,0.776,474.11734:3933 475.12069:1569 476.12405:485,5532,5943,5786,7156,7180,3635
474.252@4.557,474.252,4.557,474.25195:5578 475.2553:1547 476.25866:0,14722,14785,14565,14752,14163,14458
475.2165@3.438,475.2165,3.438,475.21652:10433 476.21987:3212 477.22323:886,41172,37501,39662,41265,41278,45324
476.2344@7.96,476.2344,7.96,476.23441:10940 477.23776:3413 478.24112:1267,46504,46634,48010,41496,45154,49036
477.0401@5.323,477.0401,5.323,477.04013:4160 478.04348:609 479.04684:0,13824,110,5061,11.0262367248535,11.0262367248535,11.0262367248535
477.2424@5.104,477.2424,5.104,477.24237:5355 478.24572:1564 479.24908:287,16425,13635,17660,18217,21324,24485
478.2403@7.455,478.2403,7.455,478.24026:22790 479.24361:6287 480.24697:987,139854,137259,155820,107000,143285,136425
479.1866@4.763,479.1866,4.763,479.18658:3836 480.18993:1026 481.19329:446,14604,14342,13479,13019,11485,12415
479.2046@5.106,479.2046,5.106,479.20462:3735 480.20797:674 481.21133:572,11663,9220,13066,12055,12503,11034
480.2809@4.77,480.2809,4.77,480.28094:17046 481.28429:4852 482.28765:1035,97728,101814,110281,83834,93659,99527
