id,mz,rt,ms1_isotopes,hyuA_UA_1,hyuA_UA_2,hyuA_UA_3,WT_UA_1,WT_UA_2,WT_UA_3
441.2096@6.667,441.2096,6.667,441.20963:3206 442.21298:728 443.21634:515,15224,17299,19143,11971,16520,12595
441.2329@5.182,441.2329,5.182,441.23294:692542 442.23629:159780 443.23965:24878,2129775,1758802,2692690,2849609,2303552,1851330
441.2976@0.661,441.2976,0.661,441.29761:20607 442.30096:5630 443.30432:983,313,186,265,308,69302,363
443.2132@5.869,443.2132,5.869,443.21323:3741 444.21658:0 445.21994:0,9715,10440,11625,6510,5461,7015
445.1522@5.107,445.1522,5.107,445.15222:8065 446.15557:2216 447.15893:595,17948,17341,15068,11977,15689,16439
446.225@4.114,446.225,4.114,446.22501:3181 447.22836:757 448.23172:559,9283,9859,9554,10774,10567,9467
447.7377@7.436,447.7377,7.436,447.73767:4573 448.74102:1001 449.74438:290,14595,15337,15708,10504,15201,16312
448.2264@5.105,448.2264,5.105,448.22641:5179 449.22976:1036 450.23312:338,9461,19914,26385,35814,24609,20316
448.278@0.928,448.278,0.928,448.27802:5523 449.28137:1474 450.28473:874,13449,12557,12446,11960,10319,10750
450.3214@0.666,450.3214,0.666,450.32141:6181 451.32476:2047 452.32812:2029,487,353,720,220,18416,416
451.1779@4.603,451.1779,4.603,451.17786:3889 452.18121:907 453.18457:639,8976,9983,8322,9944,10518,9007
451.1782@4.11,451.1782,4.11,451.17819:3459 452.18154:788 453.1849:232,12088,11309,12634,14025,12063,11930
453.2065@5.925,453.2065,5.925,453.20645:9626 454.2098:3359 455.21316:701,24634,24063,23895,25709,24564,22737
454.2273@6.03,454.2273,6.03,454.22726:20932 455.23061:6015 456.23397:1219,82382,80399,79042,81446,80691,73969
454.2295@6.196,454.2295,6.196,454.22952:4292 455.23287:1382 456.23623:589,20568,23669,23114,21994,22614,21986
456.244@5.953,456.244,5.953,456.24405:3282 457.2474:905 458.25076:0,16417,16271,13959,10696,12598,11310
458.2594@5.539,458.2594,5.539,458.25943:7628 459.26278:2136 460.26614:482,14914,12726,13389,21869,22478,12462
459.1826@5.105,459.1826,5.105,459.18262:3586 460.18597:945 461.18933:373,8381,10050,6648,4547,7543,9649
459.2323@5.381,459.2323,5.381,459.23227:5213 460.23562:1915 461.23898:549,13825,15440,11768,17732,17910,10999
460.2516@7.138,460.2516,7.138,460.25159:5189 461.25494:1460 462.2583:3272,21970,22291,19297,22690,23387,22106
460.2797@0.941,460.2797,0.941,460.27969:12847 461.28304:4037 462.2864:1057,30544,29453,28843,24293,22839,23423
461.2343@8.176,461.2343,8.176,461.23428:13145 462.23763:3662 463.24099:934,45059,43096,42313,41381,43744,40541
462.23@5.435,462.23,5.435,462.23004:9691 463.23339:2941 464.23675:1207,14434,14542,17412,31173,17594,13149
462.2306@5.318,462.2306,5.318,462.23062:4590 463.23397:1437 464.23733:451,5284,14393,24226,18774,4019,3320
462.2327@5.194,462.2327,5.194,462.23267:4268 463.23602:0 464.23938:15216,8001,5094,7258,13870,9395,8153
463.2158@5.178,463.2158,5.178,463.21576:91110 464.21911:21982 465.22247:4341,366908,353742,319746,327507,362710,355712
465.1099@0.883,465.1099,0.883,465.10986:3086 466.11321:1072 467.11657:273,7521,7153,6209,6066,8664,6182
465.2683@6.553,465.2683,6.553,465.26828:3073 466.27163:1246 467.27499:440,10050,9061,8962,10134,10978,9246
465.2903@4.737,465.2903,4.737,465.29028:7700 466.29363:2566 467.29699:397,18087,18742,18502,20432,18420,18054
466.1107@5.334,466.1107,5.334,466.11069:12234 467.11404:2126 468.1174:537,26551,2429,7.21928253173828,72,23948,29791
467.1346@5.107,467.1346,5.107,467.13464:5105 468.13799:1012 469.14135:0,10941,11567,7416,4365,9377,11430
469.2383@5.697,469.2383,5.697,469.23831:13461 470.24166:4415 471.24502:734,45249,42933,42493,49448,47557,38767
471.218@7.155,471.218,7.155,471.21805:6825 472.2214:2064 473.22476:979,24737,21971,21238,24428,22022,21236
472.2042@6.812,472.2042,6.812,472.20425:5966 473.2076:1631 474.21096:586,21797,23867,26541,24971,26786,15970
472.2282@3.419,472.2282,3.419,472.22824:10789 473.23159:2548 474.23495:495,21772,23253,22757,28682,28468,26690
472.239@5.801,472.239,5.801,472.23901:122964 473.24236:31399 474.24572:7333,246795,198248,187790,350918,295731,248433
473.2217@4.548,473.2217,4.548,473.22171:14226 474.22506:0 475.22842:0,60702,56408,55788,65396,60653,60499
473.2342@8.046,473.2342,8.046,473.23422:17872 474.23757:5018 475.24093:1148,89495,90959,86461,85108,88800,91153
474.1188@0.776,474.1188,0.776,474.11884:4048 475.12219:1485 476.12555:525,7019,5994,6319,4615,7403,5321
474.2505@4.557,474.2505,4.557,474.25055:4999 475.2539:1421 476.25726:0,17001,13520,14041,16499,15231,12834
475.2179@3.438,475.2179,3.438,475.21786:10251 476.22121:2602 477.22457:0,39220,35389,37861,44825,43458,40406
476.2348@7.962,476.2348,7.962,476.2348:11139 477.23815:3612 478.24151:1160,48885,46974,45405,38661,46893,48298
476.2468@5.566,476.2468,5.566,476.24677:4336 477.25012:907 478.25348:377,10783,9705,8636,8398,9591,15507
477.041@5.329,477.041,5.329,477.04102:15418 478.04437:3021 479.04773:552,13951,704,70.3844177246094,70.3844177246094,10337,40056
477.2427@5.102,477.2427,5.102,477.24268:5405 478.24603:1828 479.24939:0,18242,16538,20283,24940,20812,15801
478.2399@7.455,478.2399,7.455,478.23993:25675 479.24328:5871 480.24664:1060,142138,171596,175879,76681,110292,115390
479.1878@4.764,479.1878,4.764,479.18784:3952 480.19119:1277 481.19455:218,14379,14288,14051,13292,13197,14099
479.2041@5.102,479.2041,5.102,479.20413:3389 480.20748:1143 481.21084:586,12657,10264,12880,13498,12663,11526
480.2802@4.767,480.2802,4.767,480.28015:17660 481.2835:4516 482.28686:1026,102226,116431,114670,72471,85192,85931
482.2615@0.938,482.2615,0.938,482.26151:12105 483.26486:4634 484.26822:1365,29813,27122,27246,24712,21532,21128
483.2549@6.635,483.2549,6.635,483.25491:67844 484.25826:17423 485.26162:3046,204944,192926,192857,203111,199092,188778
484.2402@6.298,484.2402,6.298,484.24017:24991 485.24352:8181 486.24688:1534,97933,95715,92606,103114,98651,98620
485.1974@5.175,485.1974,5.175,485.19739:27428 486.20074:6457 487.2041:1576,100392,116567,50910,23644,90725,114614
487.2389@4.52,487.2389,4.52,487.23886:7244 488.24221:1645 489.24557:597,13699,14159,14583,10642,12941,12465
487.253@2.108,487.253,2.108,487.25305:44909 488.2564:11827 489.25976:2126,385462,371642,367261,388454,373493,355082
487.9707@5.33,487.9707,5.33,487.97073:10490 488.97408:937 489.97744:283,2527,252.67333984375,252.67333984375,252.67333984375,3437,31982
487.9718@4.972,487.9718,4.972,487.97177:3238 488.97512:384 489.97848:351,6621,6034,6423,5289,5149,5047
488.3057@6.94,488.3057,6.94,488.30566:6556 489.30901:4172 490.31237:1115,13907,14467,20283,24162,14941,10443
489.1157@5.107,489.1157,5.107,489.11572:3168 490.11907:610 491.12243:0,6180,7268,3583,1193,4890,6938
490.2126@6.984,490.2126,6.984,490.21265:7015 491.216:1528 492.21936:596,24296,18741,23359,29554,26661,20317
490.2136@7.091,490.2136,7.091,490.21365:215202 491.217:55383 492.22036:9080,661354,668707,674846,554979,644663,582103
490.2743@4.015,490.2743,4.015,490.27429:53861 491.27764:12171 492.281:2649,342643,312446,318439,368294,346861,319261
491.2118@4.251,491.2118,4.251,491.21179:3329 492.21514:1119 493.2185:509,6936,7704,7388,7559,7210,6822
491.2217@5.699,491.2217,5.699,491.22174:9078 492.22509:3062 493.22845:1260,28505,27486,25717,28482,29043,31870
492.2065@6.804,492.2065,6.804,492.20654:3193 493.20989:561 494.21325:217,7354,6078,3076,2785,4983,9571
493.7317@7.671,493.7317,7.671,493.73175:5779 494.7351:1442 495.73846:0,25635,28639,30250,16568,26074,25015
494.221@5.799,494.221,5.799,494.22095:9768 495.2243:2639 496.22766:900,27860,20794,22058,32641,29398,25189
496.2751@5.372,496.2751,5.372,496.27505:5340 497.2784:3870 498.28176:717,6330,13960,17332,16078,10760,4971
498.218@6.884,498.218,6.884,498.21799:3573 499.22134:46379 500.2247:11233,7421,6091,11661,14834,8655,4700
499.2122@7.057,499.2122,7.057,499.21219:16263 500.21554:4349 501.2189:3062,69422,67873,75371,95670,78880,57057
499.2135@6.843,499.2135,6.843,499.21353:86207 500.21688:21341 501.22024:4373,262111,251532,371077,405041,309057,199078
499.2498@5.927,499.2498,5.927,499.24985:4183 500.2532:1714 501.25656:636,16509,15407,17227,17403,16464,15169
499.2643@4.171,499.2643,4.171,499.26434:3644 500.26769:1360 501.27105:363,12638,12216,11931,14690,13175,12870
499.2954@6.778,499.2954,6.778,499.29541:4166 500.29876:749 501.30212:505,7225,7653,10986,14303,9708,2058
501.2289@7.036,501.2289,7.036,501.22888:6293 502.23223:2029 503.23559:632,24578,23483,27695,28121,23651,21847
501.265@5.7,501.265,5.7,501.26498:4957 502.26833:1479 503.27169:462,37449,38270,27408,30255,28218,22950
502.213@6.717,502.213,6.717,502.21304:4101 503.21639:1195 504.21975:523,8831,8581,8708,13382,10330,10575
502.2611@4.79,502.2611,4.79,502.26114:3694 503.26449:581 504.26785:0,15332,17747,17550,11498,13042,18221
503.4023@4.564,503.4023,4.564,503.40228:6927 504.40563:1821 505.40899:658,24831,23557,23980,26828,24895,23570
504.2517@7.198,504.2517,7.198,504.25171:4983 505.25506:1655 506.25842:430,15597,20860,23936,13911,14543,13805
507.1794@5.189,507.1794,5.189,507.17944:10193 508.18279:2393 509.18615:444,33722,45698,11447,5306,15734,44534
508.2777@0.931,508.2777,0.931,508.27774:3715 509.28109:1620 510.28445:0,7881,8677,9256,6661,7381,8221
509.2364@2.117,509.2364,2.117,509.23645:4195 510.2398:840 511.24316:338,28296,28161,29669,30753,27952,27977
511.2289@5.388,511.2289,5.388,511.22888:25805 512.23223:7884 513.23559:2160,37851,77404,87405,85156,64184,28943
511.2489@6.279,511.2489,6.279,511.24893:15020 512.25228:7596 513.25564:1606,77283,65134,65716,85922,79635,73730
512.2313@7.165,512.2313,7.165,512.23126:5406 513.23461:1897 514.23797:814,19217,17920,20648,27061,20963,18456
512.2698@5.862,512.2698,5.862,512.26978:10950 513.27313:3525 514.27649:865,32348,32595,34396,27429,31334,28700
515.276@6.258,515.276,6.258,515.276:5504 516.27935:0 517.28271:0,11741,13214,11006,10244,10324,10181
516.2283@6.257,516.2283,6.257,516.22833:48351 517.23168:12546 518.23504:3676,235990,213452,134071,253283,232709,227363
516.3132@6.864,516.3132,6.864,516.31323:3320 517.31658:1228 518.31994:839,5131,6111,10952,10021,5776,3554
517.1847@3.506,517.1847,3.506,517.18469:7235 518.18804:1439 519.1914:446,17345,15884,15035,1503.53232421875,1503.53232421875,1503.53232421875
517.1848@3.35,517.1848,3.35,517.18475:3663 518.1881:571 519.19146:0,8785,7604,7140,69,6.93703002929688,6.93703002929688
522.2902@2.931,522.2902,2.931,522.29016:3866 523.29351:935 524.29687:511,18260,19449,16297,23352,21793,21552
523.1696@5.336,523.1696,5.336,523.16962:7343 524.17297:1858 525.17633:0,16216,6449,149,418,16864,8141
523.2491@5.702,523.2491,5.702,523.24908:4125 524.25243:1610 525.25579:434,21120,20562,18019,26608,26602,18009
524.3066@5.067,524.3066,5.067,524.30664:14931 525.30999:4968 526.31335:1112,38230,33439,46065,39194,35781,35085
527.2101@6.892,527.2101,6.892,527.21008:3205 528.21343:862 529.21679:0,9894,10591,9199,2299,7182,9313
527.2783@5.463,527.2783,5.463,527.27832:4569 528.28167:1464 529.28503:670,10789,15511,15154,14506,15243,6448
528.2648@6.18,528.2648,6.18,528.26477:5948 529.26812:1616 530.27148:963,27199,30945,29529,27647,27374,27037
528.2657@6.003,528.2657,6.003,528.26569:7105 529.26904:2586 530.2724:850,24119,24519,24394,24575,25970,22454
529.2234@7.246,529.2234,7.246,529.22345:3992 530.2268:1130 531.23016:271,16701,15191,15743,16949,15841,14072
529.2956@6.941,529.2956,6.941,529.29565:4688 530.299:1299 531.30236:680,15297,15780,21653,20922,13614,12357
530.22@3.547,530.22,3.547,530.21997:7092 531.22332:1989 532.22668:522,19348,18999,19358,223,134,86
530.2613@0.927,530.2613,0.927,530.26129:3802 531.26464:1676 532.268:916,12052,12143,12632,8148,8773,8329
531.2403@6.402,531.2403,6.402,531.2403:7818 532.24365:2108 533.24701:750,26323,29223,28548,20664,24034,22870
531.3472@8.13,531.3472,8.13,531.34723:5209 532.35058:1165 533.35394:309,26237,25780,26552,29229,25213,25298
532.2049@3.053,532.2049,3.053,532.2049:5846 533.20825:1666 534.21161:456,17025,15420,15423,18546,17574,15887
532.2758@3.425,532.2758,3.425,532.27582:25230 533.27917:8334 534.28253:1553,57442,62062,59368,66545,71313,62318
533.2093@5.388,533.2093,5.388,533.20929:4318 534.21264:1363 535.216:576,15111,12052,11945,13725,14721,13334
